Frame,Name_Time (Seconds),0_X,0_Y,0_Z,1_X,1_Y,1_Z,2_X,2_Y,2_Z,3_X,3_Y,3_Z,4_X,4_Y,4_Z,5_X,5_Y,5_Z,6_X,6_Y,6_Z
7296,60.8,-54.230721,194.565125,582.970032,-34.859879,108.930916,513.44281,-53.441113,90.990356,497.569733,-39.569748,70.152542,486.897369,-56.383713,50.60051,479.369812,-43.167301,30.40769,472.437012,-59.687222,11.998899,467.017853
7297,60.808333,-54.230331,194.571243,582.961304,-34.863243,108.941139,513.447449,-53.444832,91.00032,497.568481,-39.568405,70.160469,486.903656,-56.383827,50.607758,479.365906,-43.171162,30.412449,472.43161,-59.690014,12.003902,467.013336
7298,60.816667,-54.228596,194.570236,582.961182,-34.857979,108.934258,513.450134,-53.441151,90.993866,497.575348,-39.565002,70.1548,486.90274,-56.381279,50.602531,479.368652,-43.168819,30.407696,472.433899,-59.687531,11.998401,467.015289
7299,60.825,-54.224689,194.564484,582.960327,-34.855309,108.92997,513.449524,-53.441109,90.99276,497.576172,-39.561607,70.151405,486.898407,-56.378799,50.599918,479.381897,-43.163826,30.40473,472.428925,-59.684746,11.996905,467.01297
7300,60.833333,-54.229809,194.564575,582.967529,-34.858566,108.931343,513.453186,-53.441536,90.989571,497.570526,-39.565891,70.15139,486.90567,-56.381191,50.595894,479.355286,-43.170128,30.403463,472.452362,-59.688335,11.996661,467.015076
7301,60.841667,-54.230328,194.565628,582.958618,-34.860558,108.933525,513.438416,-53.442638,90.993721,497.568848,-39.566303,70.156197,486.910187,-56.381458,50.601902,479.36969,-43.167442,30.407627,472.444519,-59.687378,12.001794,467.009338
7302,60.85,-54.229012,194.571732,582.955383,-34.857586,108.938927,513.441284,-53.442554,91.000565,497.569611,-39.5648,70.156769,486.894928,-56.381493,50.609875,479.367737,-43.169094,30.413542,472.438324,-59.686722,12.005932,467.011566
7303,60.858333,-54.227634,194.57193,582.957764,-34.857738,108.934128,513.448669,-53.440571,90.995567,497.565704,-39.566055,70.156616,486.908844,-56.380699,50.60434,479.375275,-43.168713,30.40929,472.433167,-59.686832,12.000633,467.009888
7304,60.866667,-54.226437,194.567154,582.96106,-34.85746,108.929939,513.446777,-53.439041,90.991753,497.575043,-39.56353,70.150459,486.90097,-56.381454,50.598656,479.381866,-43.168087,30.406311,472.435181,-59.68491,11.999825,467.00885
7305,60.875,-54.229084,194.568314,582.968994,-34.858868,108.934914,513.439636,-53.442398,90.993538,497.578339,-39.564083,70.151527,486.887268,-56.381508,50.601395,479.376801,-43.168625,30.411367,472.436188,-59.685703,12.000211,467.009003
7306,60.883333,-54.230419,194.56842,582.951416,-34.860577,108.938683,513.432495,-53.443424,90.999825,497.572205,-39.567558,70.158043,486.900604,-56.38578,50.609009,479.361694,-43.171398,30.413065,472.433502,-59.689503,12.005132,467.021515
7307,60.891667,-54.231213,194.573547,582.962219,-34.859531,108.938309,513.451843,-53.443371,90.995674,497.567719,-39.569412,70.156189,486.884705,-56.383327,50.606873,479.374237,-43.171261,30.413157,472.443695,-59.68914,12.003064,467.021149
7308,60.9,-54.226223,194.569412,582.964905,-34.856941,108.929604,513.453308,-53.43845,90.990379,497.569458,-39.562084,70.155273,486.90033,-56.381187,50.598835,479.376434,-43.166588,30.406448,472.441559,-59.684799,11.996875,467.013489
7309,60.908333,-54.226162,194.56665,582.963684,-34.855312,108.931183,513.441528,-53.440083,90.992325,497.57309,-39.563515,70.154892,486.910431,-56.3806,50.600105,479.372437,-43.165867,30.403936,472.438599,-59.6847,12.00051,467.018494
7310,60.916667,-54.232414,194.57251,582.966919,-34.859245,108.937904,513.441711,-53.440746,90.996651,497.565125,-39.566097,70.156685,486.900787,-56.38446,50.607456,479.365936,-43.172638,30.411247,472.44931,-59.689831,12.003572,467.016357
7311,60.925,-54.229382,194.571442,582.955566,-34.858112,108.938156,513.442749,-53.441444,90.999092,497.572723,-39.565533,70.160988,486.910706,-56.382622,50.606842,479.37796,-43.171864,30.413458,472.441559,-59.687653,12.003868,467.015533
7312,60.933333,-54.224602,194.567398,582.961853,-34.855278,108.932961,513.446045,-53.437916,90.992561,497.565247,-39.562843,70.155136,486.904877,-56.378681,50.601845,479.368286,-43.166298,30.410385,472.438477,-59.684238,11.998054,467.020508
7313,60.941667,-54.226269,194.56601,582.975525,-34.859371,108.929329,513.447571,-53.439178,90.991272,497.580841,-39.563122,70.149857,486.89856,-56.379681,50.601292,479.358765,-43.165962,30.403049,472.444885,-59.68515,11.999007,467.017334
7314,60.95,-54.232346,194.56691,582.964783,-34.861694,108.937416,513.454468,-53.442955,90.994446,497.565552,-39.568695,70.153252,486.906799,-56.384903,50.605061,479.362061,-43.171642,30.410257,472.439758,-59.687378,12.003189,467.010651
7315,60.958333,-54.230652,194.568344,582.959595,-34.861137,108.934845,513.446228,-53.442562,90.997696,497.571503,-39.569275,70.157387,486.916443,-56.384411,50.604324,479.369873,-43.172279,30.411793,472.437714,-59.688774,12.003858,467.010834
7316,60.966667,-54.227333,194.568588,582.962585,-34.856262,108.934547,513.448486,-53.441452,90.996086,497.576141,-39.564686,70.156273,486.910889,-56.380192,50.600727,479.372314,-43.168301,30.410152,472.438629,-59.684814,12.006438,467.013794
7317,60.975,-54.229023,194.569611,582.96582,-34.860905,108.934731,513.450073,-53.441334,90.993004,497.576721,-39.566532,70.151436,486.901001,-56.381947,50.600536,479.365875,-43.169247,30.411188,472.443939,-59.687458,12.001766,467.014374
7318,60.983333,-54.231953,194.566727,582.9646,-34.861469,108.928047,513.443604,-53.442841,90.993988,497.578766,-39.569244,70.154449,486.919403,-56.382938,50.602585,479.375305,-43.173073,30.408699,472.441406,-59.68956,11.99884,467.009277
7319,60.991667,-54.22974,194.566086,582.963074,-34.856709,108.934807,513.446777,-53.443993,90.992035,497.570648,-39.565643,70.155891,486.894806,-56.384125,50.603844,479.370911,-43.170994,30.407309,472.433441,-59.689278,12.001321,467.026428
7320,61,-54.227463,194.566345,582.966309,-34.85638,108.932434,513.448792,-53.438396,90.993111,497.569336,-39.561733,70.153625,486.902771,-56.37936,50.599998,479.372711,-43.167236,30.409781,472.442841,-59.684433,12.000865,467.014465
7321,61.008333,-54.225765,194.565582,582.965454,-34.857086,108.931595,513.439087,-53.439735,90.994377,497.577515,-39.564976,70.154167,486.902924,-56.3797,50.601898,479.378052,-43.170277,30.411173,472.444061,-59.682671,12.002886,467.011078
7322,61.016667,-54.227306,194.566315,582.965698,-34.858227,108.932808,513.448608,-53.439545,90.994583,497.564789,-39.568363,70.155441,486.888184,-56.383465,50.60339,479.374176,-43.167652,30.410849,472.435547,-59.687675,12.003978,467.015411
7323,61.025,-54.228741,194.567886,582.962769,-34.857555,108.932732,513.44104,-53.441116,90.997177,497.574249,-39.564034,70.156204,486.897675,-56.380562,50.606209,479.37738,-43.169357,30.410696,472.426788,-59.68626,12.003352,467.016022
7324,61.033333,-54.226479,194.565247,582.957275,-34.858112,108.932816,513.454834,-53.440723,90.994995,497.578522,-39.566772,70.156982,486.91037,-56.383358,50.603912,479.369293,-43.169853,30.41173,472.450012,-59.688568,12.002912,467.016266
7325,61.041667,-54.226654,194.567139,582.970215,-34.855377,108.927345,513.442383,-53.441067,90.990532,497.579865,-39.563297,70.150826,486.903381,-56.378895,50.6026,479.378235,-43.167244,30.408369,472.422546,-59.684101,12.00123,467.011078
7326,61.05,-54.2271,194.564545,582.968628,-34.856575,108.930283,513.442505,-53.439484,90.990784,497.573456,-39.566559,70.149918,486.88269,-56.379761,50.601791,479.359406,-43.165878,30.411135,472.441742,-59.683464,12.004367,467.007111
7327,61.058333,-54.231441,194.569839,582.966858,-34.858566,108.936661,513.44458,-53.441311,90.99826,497.56839,-39.565441,70.155991,486.900543,-56.38279,50.609154,479.36322,-43.169704,30.416925,472.441925,-59.686661,12.008537,467.006409
7328,61.066667,-54.234528,194.572418,582.964844,-34.864723,108.937706,513.452332,-53.443272,90.99765,497.560852,-39.568081,70.156349,486.888733,-56.383472,50.608555,479.363159,-43.169983,30.415257,472.433319,-59.687157,12.009299,467.008606
7329,61.075,-54.228191,194.573563,582.964905,-34.857773,108.939392,513.441345,-53.441017,90.998108,497.575928,-39.566628,70.160278,486.904297,-56.38076,50.612289,479.366943,-43.168346,30.415779,472.431122,-59.685707,12.011736,467.010956
7330,61.083333,-54.226364,194.571655,582.970764,-34.857727,108.934105,513.445129,-53.440304,90.995209,497.572784,-39.564095,70.156456,486.898346,-56.379723,50.607586,479.359314,-43.165203,30.414371,472.436676,-59.681293,12.005983,467.002655
7331,61.091667,-54.230927,194.568344,582.97052,-34.860039,108.931168,513.443909,-53.440353,90.993515,497.566528,-39.56678,70.15477,486.904541,-56.383434,50.603085,479.369568,-43.17292,30.414038,472.437286,-59.685776,12.007004,467.000977
7332,61.1,-54.229797,194.567139,582.957825,-34.859333,108.937767,513.447388,-53.440346,90.998474,497.567566,-39.569008,70.15937,486.910919,-56.383816,50.606953,479.359009,-43.170731,30.414518,472.428894,-59.686382,12.007926,467.003662
7333,61.108333,-54.228573,194.574112,582.964111,-34.860332,108.943222,513.445862,-53.443718,91.001083,497.574951,-39.565853,70.160278,486.891449,-56.383263,50.612274,479.364441,-43.16951,30.41951,472.43103,-59.68639,12.009945,467.005859
7334,61.116667,-54.227234,194.568451,582.961182,-34.859566,108.938911,513.449402,-53.441635,90.998169,497.572906,-39.565994,70.158264,486.902222,-56.382526,50.60968,479.366028,-43.169968,30.415722,472.431671,-59.684418,12.01,467.007904
7335,61.125,-54.226196,194.564865,582.964661,-34.858669,108.932533,513.454895,-53.439075,90.994705,497.57666,-39.563839,70.157562,486.902893,-56.381668,50.605843,479.383331,-43.168076,30.412336,472.450836,-59.685516,12.007138,467.009399
7336,61.133333,-54.227325,194.562454,582.967712,-34.857376,108.93177,513.452881,-53.441509,90.996468,497.585327,-39.565311,70.155342,486.899475,-56.381802,50.605724,479.371155,-43.170956,30.413519,472.442627,-59.683804,12.008432,467.005707
7337,61.141667,-54.230721,194.568253,582.969299,-34.862461,108.934227,513.445068,-53.441757,90.996422,497.569305,-39.565147,70.159775,486.910156,-56.383511,50.611897,479.37204,-43.172482,30.421412,472.433746,-59.687279,12.01299,467.005188
7338,61.15,-54.228329,194.570312,582.959412,-34.860577,108.938965,513.447205,-53.442287,90.998642,497.572144,-39.565254,70.158417,486.895874,-56.381191,50.61055,479.368591,-43.169086,30.42107,472.431274,-59.68399,12.014699,467.007599
7339,61.158333,-54.227501,194.567825,582.966553,-34.856609,108.930855,513.437073,-53.438824,90.996086,497.577057,-39.564606,70.155411,486.914062,-56.378334,50.605087,479.371582,-43.166859,30.411976,472.436646,-59.682629,12.012145,467.009613
7340,61.166667,-54.226562,194.56485,582.972046,-34.857582,108.931488,513.453186,-53.440426,90.99247,497.57666,-39.563282,70.154259,486.90097,-56.377453,50.604313,479.369232,-43.167091,30.412071,472.435303,-59.682766,12.008996,467.00589
7341,61.175,-54.232647,194.56575,582.965515,-34.862103,108.934067,513.44165,-53.444782,90.996826,497.575134,-39.573498,70.15641,486.891907,-56.384415,50.610317,479.364807,-43.17284,30.419573,472.449249,-59.684906,12.011804,466.99881
7342,61.183333,-54.231224,194.569641,582.965515,-34.862579,108.935837,513.447449,-53.446316,90.999283,497.577118,-39.568222,70.159142,486.905182,-56.384266,50.612717,479.376953,-43.173229,30.422701,472.440582,-59.687378,12.01463,467.003082
7343,61.191667,-54.229237,194.572083,582.976562,-34.857544,108.933441,513.442139,-53.438911,90.995499,497.574677,-39.563473,70.156471,486.901489,-56.382099,50.60944,479.371582,-43.169643,30.417881,472.440186,-59.682281,12.011235,466.998413
7344,61.2,-54.226612,194.562042,582.960815,-34.855705,108.930046,513.453857,-53.43745,90.993256,497.583588,-39.56596,70.155273,486.914948,-56.37925,50.603867,479.380188,-43.167816,30.4116,472.427094,-59.681335,12.005854,467.002472
7345,61.208333,-54.229889,194.562637,582.961304,-34.858658,108.932838,513.449768,-53.442944,90.994804,497.573883,-39.569061,70.156418,486.897766,-56.382698,50.603695,479.366943,-43.173077,30.415123,472.436737,-59.686584,12.009048,467.006287
7346,61.216667,-54.231247,194.568039,582.96228,-34.863533,108.940773,513.440979,-53.440876,91.000198,497.559906,-39.570042,70.160988,486.898438,-56.381886,50.608757,479.369934,-43.171066,30.420164,472.420471,-59.687988,12.014417,467.005157
7347,61.225,-54.227306,194.572754,582.964417,-34.858242,108.939056,513.441223,-53.438789,91.002228,497.573181,-39.56612,70.164864,486.908539,-56.380371,50.613277,479.367157,-43.16938,30.418344,472.431061,-59.682796,12.013683,466.99939
7348,61.233333,-54.223743,194.566711,582.955322,-34.854774,108.932037,513.439331,-53.436314,90.994072,497.563263,-39.562992,70.162796,486.90979,-56.377602,50.607769,479.358551,-43.167007,30.419209,472.44104,-59.681999,12.010147,467.010956
7349,61.241667,-54.22607,194.565079,582.96759,-34.855618,108.934074,513.454468,-53.438736,90.996223,497.582733,-39.565769,70.15667,486.911591,-56.380146,50.6064,479.374664,-43.168137,30.413876,472.427002,-59.682121,12.009768,467.004852
7350,61.25,-54.228111,194.563232,582.958252,-34.860554,108.935051,513.451355,-53.443886,90.997932,497.582367,-39.567017,70.15686,486.903107,-56.382732,50.608185,479.355255,-43.1731,30.416828,472.437134,-59.687805,12.013602,467.006836
7351,61.258333,-54.228649,194.569412,582.958008,-34.85738,108.93615,513.438782,-53.439106,91.001007,497.565796,-39.568588,70.163383,486.911774,-56.379761,50.612495,479.361359,-43.168903,30.4214,472.435425,-59.685471,12.016832,466.998749
7352,61.266667,-54.227051,194.57402,582.961792,-34.858543,108.940781,513.452759,-53.438519,91.001167,497.577728,-39.562634,70.160393,486.902161,-56.378922,50.61134,479.361053,-43.169971,30.421265,472.438904,-59.682056,12.016127,467.002197
7353,61.275,-54.226948,194.572037,582.962036,-34.858944,108.93663,513.444885,-53.438622,91.000053,497.578735,-39.56469,70.158829,486.905273,-56.381477,50.610115,479.368164,-43.16777,30.418949,472.436737,-59.682873,12.013742,467.004761
7354,61.283333,-54.22974,194.570786,582.962158,-34.860466,108.93676,513.444458,-53.440174,90.993782,497.567444,-39.56768,70.163712,486.91684,-56.382462,50.608753,479.372742,-43.171902,30.419588,472.423065,-59.686291,12.015693,467.00592
7355,61.291667,-54.231018,194.571091,582.961365,-34.862408,108.939598,513.442078,-53.444111,90.997833,497.572723,-39.570217,70.159683,486.898224,-56.383492,50.611294,479.354431,-43.174896,30.422768,472.445892,-59.687305,12.016577,467.008057
7356,61.3,-54.227699,194.571991,582.959351,-34.858604,108.941017,513.445251,-53.438904,90.997963,497.563049,-39.56601,70.159775,486.907104,-56.383209,50.611008,479.370178,-43.170937,30.419231,472.425201,-59.684181,12.016388,467.017487
7357,61.308333,-54.225311,194.569809,582.962524,-34.860401,108.93734,513.452393,-53.440182,90.997093,497.57431,-39.56282,70.158073,486.898529,-56.37991,50.607048,479.365601,-43.169083,30.415955,472.43576,-59.683109,12.012116,467.008148
7358,61.316667,-54.22855,194.569916,582.962646,-34.859833,108.939484,513.44873,-53.442593,91.000648,497.579315,-39.567417,70.157494,486.904572,-56.381004,50.606659,479.372253,-43.170696,30.417231,472.43689,-59.683395,12.013979,467.006104
7359,61.325,-54.233688,194.573914,582.970703,-34.865009,108.937477,513.44574,-53.44397,91.002274,497.57077,-39.570648,70.157234,486.892578,-56.387276,50.608727,479.363068,-43.174007,30.416264,472.435699,-59.686428,12.012931,467.000763
7360,61.333333,-54.227932,194.570099,582.958374,-34.861889,108.938614,513.447205,-53.442619,90.998711,497.574188,-39.565708,70.158783,486.902344,-56.379623,50.610107,479.363739,-43.170059,30.418261,472.430511,-59.684601,12.009992,467.003235
7361,61.341667,-54.225811,194.568695,582.961121,-34.854378,108.935898,513.446533,-53.436886,90.998329,497.57962,-39.564327,70.159225,486.911224,-56.378632,50.606068,479.368011,-43.166576,30.413822,472.441956,-59.68177,12.006357,467.012329
7362,61.35,-54.225357,194.563065,582.960876,-34.855629,108.930862,513.461304,-53.437279,90.992783,497.582947,-39.562954,70.153915,486.913574,-56.379616,50.603233,479.375671,-43.165787,30.411934,472.440125,-59.681763,12.005765,467.014709
7363,61.358333,-54.229347,194.562057,582.960388,-34.861694,108.934151,513.455139,-53.444538,90.995354,497.58136,-39.569489,70.152939,486.91153,-56.380825,50.604008,479.371521,-43.173504,30.409176,472.450531,-59.685593,12.007761,467.00824
7364,61.366667,-54.228947,194.563354,582.956238,-34.863686,108.938164,513.453064,-53.44051,90.996346,497.573395,-39.568829,70.154312,486.904846,-56.382141,50.608158,479.369995,-43.172554,30.414934,472.435455,-59.682621,12.012626,467.005524
7365,61.375,-54.224895,194.569183,582.959473,-34.855534,108.936363,513.44635,-53.437565,90.995522,497.573364,-39.566917,70.157883,486.916779,-56.37941,50.606934,479.37323,-43.166065,30.417753,472.437347,-59.680195,12.011751,467.0112
7366,61.383333,-54.225147,194.569916,582.965454,-34.855709,108.930893,513.438965,-53.438812,90.992508,497.581085,-39.562466,70.155136,486.901764,-56.377235,50.605602,479.374603,-43.165588,30.41312,472.448822,-59.677349,12.011337,467.003601
7367,61.391667,-54.227066,194.564072,582.962708,-34.861084,108.930542,513.44928,-53.441605,90.991676,497.585297,-39.56683,70.153107,486.90979,-56.38192,50.602703,479.375458,-43.1684,30.411034,472.433716,-59.682777,12.008512,467.007324
7368,61.4,-54.231045,194.564651,582.967957,-34.862801,108.931595,513.449158,-53.442345,90.989784,497.573151,-39.571056,70.149963,486.895233,-56.382462,50.602425,479.377869,-43.173042,30.411306,472.451385,-59.685928,12.007261,467.008911
7369,61.408333,-54.229267,194.566727,582.964783,-34.860401,108.935493,513.443665,-53.441948,90.99511,497.580627,-39.566044,70.1548,486.908417,-56.379879,50.601761,479.369507,-43.168324,30.415121,472.436035,-59.683643,12.00955,467.009674
7370,61.416667,-54.225853,194.569962,582.962341,-34.857506,108.936035,513.449036,-53.437431,90.995842,497.57196,-39.564713,70.157013,486.910095,-56.379349,50.604019,479.377777,-43.165966,30.416033,472.430725,-59.68005,12.011846,467.001984
7371,61.425,-54.224842,194.568405,582.953552,-34.858028,108.935509,513.447876,-53.436398,90.997566,497.579987,-39.56813,70.157486,486.903503,-56.378033,50.606094,479.37088,-43.169159,30.416365,472.443604,-59.680229,12.010432,467.001953
7372,61.433333,-54.229099,194.573822,582.968811,-34.859711,108.939735,513.454773,-53.440495,90.995399,497.571167,-39.567787,70.156326,486.903625,-56.380573,50.606979,479.361359,-43.16975,30.415218,472.442108,-59.684586,12.010958,467.012634
7373,61.441667,-54.229286,194.568298,582.955017,-34.859692,108.93882,513.4505,-53.442837,90.997986,497.578583,-39.56815,70.155594,486.912903,-56.382824,50.60825,479.383362,-43.171722,30.414106,472.431274,-59.683884,12.008169,467.00174
7374,61.45,-54.225483,194.569504,582.961792,-34.86113,108.934692,513.448425,-53.438904,90.997009,497.583313,-39.563171,70.155647,486.903381,-56.377987,50.606884,479.363831,-43.166634,30.412867,472.43869,-59.682751,12.010441,467.008026
7375,61.458333,-54.227024,194.574753,582.973694,-34.853992,108.935341,513.443054,-53.437695,90.997749,497.583221,-39.563953,70.155861,486.910828,-56.376854,50.607281,479.379211,-43.168587,30.417076,472.427185,-59.681423,12.012885,467.013458
7376,61.466667,-54.228317,194.573715,582.967957,-34.860359,108.935295,513.438354,-53.439636,91.000488,497.576599,-39.567039,70.157928,486.907135,-56.380188,50.608135,479.358612,-43.168102,30.416756,472.424225,-59.682812,12.013805,467.0065
7377,61.475,-54.230709,194.57222,582.96521,-34.863434,108.937546,513.449646,-53.44186,90.99762,497.570221,-39.567749,70.160118,486.900635,-56.384705,50.612362,479.375092,-43.171543,30.420654,472.429443,-59.684265,12.016654,467.006042
7378,61.483333,-54.22765,194.569901,582.955261,-34.860497,108.939247,513.452209,-53.441036,90.99897,497.580597,-39.568527,70.158333,486.903076,-56.382298,50.612614,479.37616,-43.171066,30.423021,472.43927,-59.682163,12.018992,466.999207
7379,61.491667,-54.226555,194.575119,582.968079,-34.858284,108.937752,513.454163,-53.437714,90.997734,497.576202,-39.565033,70.157295,486.901337,-56.380737,50.61087,479.361145,-43.167183,30.423029,472.439026,-59.681313,12.021063,467.004639
7380,61.5,-54.227749,194.573776,582.963623,-34.858852,108.93811,513.448975,-53.438652,90.997383,497.576904,-39.566483,70.161552,486.907135,-56.379974,50.609539,479.360077,-43.168976,30.422342,472.432007,-59.681087,12.020036,466.999481
7381,61.508333,-54.231071,194.574249,582.969849,-34.861385,108.936432,513.44397,-53.440712,90.99839,497.578217,-39.568184,70.161209,486.911743,-56.383766,50.610249,479.365692,-43.174213,30.421562,472.42746,-59.6856,12.020133,467.00531
7382,61.516667,-54.229866,194.572311,582.963318,-34.860455,108.935196,513.435608,-53.440613,90.998772,497.570038,-39.569134,70.156082,486.885101,-56.381325,50.610146,479.37149,-43.172161,30.423861,472.435669,-59.684021,12.01865,466.99649
7383,61.525,-54.228504,194.570084,582.956848,-34.85603,108.938614,513.442505,-53.438839,90.99646,497.577148,-39.566093,70.159752,486.901154,-56.379845,50.611942,479.371887,-43.168827,30.423632,472.435425,-59.682365,12.019499,467.00473
7384,61.533333,-54.22678,194.56813,582.963379,-34.85994,108.934273,513.448364,-53.439278,90.99749,497.581055,-39.564434,70.157616,486.90387,-56.380508,50.611824,479.361267,-43.169323,30.421612,472.443054,-59.681,12.014962,466.995575
7385,61.541667,-54.229271,194.56958,582.968933,-34.860798,108.93605,513.451233,-53.439766,90.998573,497.577789,-39.568687,70.157806,486.903687,-56.380501,50.610844,479.365204,-43.17107,30.422989,472.435791,-59.681252,12.017742,466.993805
7386,61.55,-54.230015,194.572067,582.968811,-34.860065,108.937302,513.455139,-53.440662,91.0019,497.579712,-39.570465,70.159126,486.888733,-56.382458,50.611492,479.368469,-43.170383,30.420721,472.422485,-59.68174,12.020377,466.997131
7387,61.558333,-54.228451,194.569427,582.967346,-34.858696,108.936836,513.450012,-53.437782,90.996979,497.58374,-39.565548,70.157913,486.90744,-56.379868,50.612286,479.365082,-43.169224,30.420845,472.43866,-59.67905,12.017663,466.992889
7388,61.566667,-54.223736,194.562546,582.963135,-34.861103,108.933594,513.470276,-53.438202,90.992989,497.584686,-39.566334,70.157135,486.913849,-56.37553,50.6073,479.364075,-43.167301,30.417395,472.434784,-59.681309,12.012863,467.001678
7389,61.575,-54.226074,194.563461,582.966919,-34.860821,108.931686,513.457336,-53.439232,90.994453,497.580841,-39.566334,70.155556,486.913116,-56.379272,50.607029,479.374023,-43.168606,30.420837,472.430603,-59.681568,12.015404,467.001434
7390,61.583333,-54.228905,194.563934,582.959229,-34.862019,108.937134,513.441833,-53.439644,90.998413,497.574921,-39.572681,70.158043,486.897675,-56.382946,50.611511,479.359894,-43.174431,30.423275,472.424652,-59.682384,12.023077,466.993134
7391,61.591667,-54.227631,194.566895,582.9552,-34.856987,108.933113,513.442383,-53.439575,90.998871,497.573822,-39.567291,70.161247,486.909637,-56.380108,50.614662,479.350037,-43.1684,30.426737,472.440216,-59.680313,12.023279,466.98877
7392,61.6,-54.225414,194.567062,582.961243,-34.858295,108.933075,513.452759,-53.437382,90.995712,497.579224,-39.563244,70.156204,486.900116,-56.377365,50.610664,479.363068,-43.170906,30.425119,472.444519,-59.679977,12.020814,467.001526
7393,61.608333,-54.226089,194.561874,582.959839,-34.858315,108.929047,513.450867,-53.44099,90.993835,497.582367,-39.565952,70.156326,486.90332,-56.378658,50.606426,479.364838,-43.170479,30.421654,472.429199,-59.68401,12.01939,467.00943
7394,61.616667,-54.229107,194.563705,582.962097,-34.86002,108.931992,513.444275,-53.441242,90.992683,497.57373,-39.574284,70.157059,486.896057,-56.383797,50.610863,479.363007,-43.173847,30.42448,472.428711,-59.684052,12.024155,466.989624
7395,61.625,-54.228951,194.569611,582.966797,-34.860653,108.938202,513.446228,-53.440609,91.000435,497.574707,-39.571041,70.161263,486.9133,-56.38155,50.616257,479.360901,-43.172443,30.426567,472.436768,-59.682865,12.024263,466.994141
7396,61.633333,-54.227737,194.576004,582.975586,-34.857384,108.943512,513.451233,-53.436306,91.000168,497.570312,-39.566879,70.16465,486.902649,-56.379349,50.616398,479.369446,-43.170609,30.426435,472.425842,-59.680462,12.028007,466.991547
7397,61.641667,-54.226318,194.573502,582.972168,-34.859959,108.937714,513.451843,-53.436848,90.999443,497.572632,-39.564648,70.159996,486.893707,-56.380093,50.614319,479.356934,-43.167782,30.425846,472.432983,-59.680626,12.022277,466.998474
7398,61.65,-54.227566,194.570908,582.96698,-34.858791,108.935776,513.443848,-53.439945,91.000092,497.587708,-39.567104,70.158554,486.902649,-56.379238,50.612827,479.357727,-43.170265,30.421841,472.423279,-59.680531,12.022125,467.000122
7399,61.658333,-54.228413,194.572449,582.971802,-34.85965,108.940186,513.447205,-53.439613,91.000786,497.579224,-39.568596,70.160416,486.902222,-56.380352,50.615227,479.362518,-43.170212,30.425117,472.433594,-59.681477,12.021634,466.990936
7400,61.666667,-54.225559,194.569656,582.963379,-34.859039,108.939438,513.452332,-53.436512,90.996223,497.564697,-39.567303,70.159233,486.890472,-56.378967,50.613102,479.366547,-43.169392,30.424681,472.43866,-59.678658,12.023284,466.99472
7401,61.675,-54.224976,194.572052,582.973938,-34.856781,108.938522,513.459229,-53.434643,90.997574,497.574738,-39.562302,70.160416,486.902069,-56.375652,50.612103,479.369049,-43.164631,30.423185,472.429901,-59.676151,12.021856,466.995544
7402,61.683333,-54.226341,194.568481,582.960876,-34.85722,108.938744,513.45105,-53.43383,90.997406,497.574188,-39.56636,70.160072,486.890869,-56.37801,50.614594,479.374664,-43.166698,30.426844,472.432922,-59.677498,12.024329,466.991364
7403,61.691667,-54.228226,194.575455,582.963318,-34.860569,108.943321,513.444275,-53.438374,91.004044,497.576416,-39.56435,70.163742,486.896057,-56.380474,50.620792,479.371124,-43.170422,30.428925,472.440186,-59.680187,12.026528,467.002502
7404,61.7,-54.228752,194.573837,582.968018,-34.859627,108.936028,513.450195,-53.438637,91.000397,497.577545,-39.569084,70.159897,486.915985,-56.380291,50.613464,479.357635,-43.170246,30.422091,472.43515,-59.679424,12.021945,466.992218
7405,61.708333,-54.225548,194.565506,582.968811,-34.858685,108.931458,513.459473,-53.438507,90.994835,497.583252,-39.563648,70.155754,486.907471,-56.377949,50.606075,479.377472,-43.165295,30.419722,472.422302,-59.680332,12.018493,467.004486
7406,61.716667,-54.22633,194.564163,582.964233,-34.858765,108.932388,513.452454,-53.438145,90.996101,497.582916,-39.566551,70.160629,486.911865,-56.37933,50.60931,479.366486,-43.170849,30.421307,472.427734,-59.680126,12.019733,466.999817
7407,61.725,-54.232811,194.571716,582.971863,-34.864445,108.936607,513.456055,-53.44128,90.995255,497.576752,-39.570305,70.158585,486.889862,-56.382915,50.611576,479.377747,-43.172756,30.423578,472.423004,-59.683136,12.023443,466.993134
7408,61.733333,-54.232224,194.575195,582.963501,-34.861534,108.941864,513.454407,-53.441341,90.999886,497.573486,-39.56823,70.162949,486.907074,-56.382721,50.615646,479.360718,-43.172749,30.425894,472.425873,-59.68222,12.027243,466.996094
7409,61.741667,-54.228779,194.577637,582.964111,-34.860813,108.938484,513.452942,-53.437691,91.003693,497.561768,-39.570126,70.160973,486.889954,-56.381367,50.61845,479.371246,-43.172371,30.42705,472.427002,-59.680408,12.02447,466.999115
7410,61.75,-54.22987,194.571625,582.97229,-34.861736,108.934158,513.453796,-53.4412,90.997299,497.587708,-39.570606,70.154442,486.896698,-56.382362,50.613098,479.372162,-43.17202,30.418474,472.437012,-59.682465,12.018127,467.003326
7411,61.758333,-54.23069,194.564011,582.972778,-34.863003,108.933258,513.456543,-53.440044,90.99147,497.576569,-39.569702,70.154701,486.917297,-56.382183,50.605198,479.376038,-43.168667,30.414207,472.433167,-59.682079,12.014906,467.003876
